1367r	1198r	97.6	100	1	65	100	32	96	93.85	3e-22	+
84r	1526f	105	100	10	86	100	4	80	92.21	1e-24	+
360f	1526f	125	100	12	98	100	1	87	93.1	1e-30	+
387f	1526f	119	100	5	100	100	1	96	90.72	8e-29	+
387r	1526f	83.8	100	97	28	100	27	96	90.14	5e-18	-
395r	1526f	111	100	21	100	100	1	80	92.5	2e-26	+
438f	1526f	97.6	100	24	100	100	1	77	91.03	3e-22	+
482f	1526f	89.7	100	31	95	100	1	65	92.31	8e-20	+
482r	1526f	91.7	100	76	3	100	1	74	90.67	2e-20	-
525r	1526f	105	100	5	89	100	16	100	90.7	1e-24	+
600r	1526f	73.8	100	100	40	100	40	100	90.32	4e-15	-
623f	1526f	119	100	100	17	100	8	91	92.94	8e-29	-
623r	1526f	91.7	100	33	98	100	1	66	92.42	2e-20	+
654f	1526f	111	100	20	99	100	1	80	92.5	2e-26	+
711f	1526f	93.7	100	26	100	100	2	76	90.67	5e-21	+
904f	1526f	101	100	68	2	100	8	74	94.03	2e-23	-
1003r	1519r	83.8	100	100	35	100	35	100	90.91	5e-18	-
1526f	1003r	89.7	100	1	57	100	44	100	94.74	8e-20	+
1003r	1539f	77.8	100	100	42	100	39	97	91.67	3e-16	-
1003r	1562f	141	100	6	100	100	1	95	93.75	2e-35	+
1003r	1562r	103	100	99	20	100	21	100	91.25	5e-24	-
1068r	1519f	115	100	1	90	100	11	100	91.11	1e-27	+
1198r	1519f	101	100	22	96	100	7	81	92	2e-23	+
1198r	1519r	91.7	100	92	27	100	35	100	92.42	2e-20	-
1526f	1198r	81.8	100	1	61	100	36	96	91.8	2e-17	+
1198r	1562f	119	100	1	72	100	4	75	95.83	8e-29	+
1562f	1526f	109	100	1	79	100	18	96	92.41	8e-26	+
1562r	1526f	95.6	100	76	1	100	1	76	90.91	1e-21	-
84r	1898r	73.8	100	29	89	100	1	61	90.16	4e-15	+
92f	1898r	103	100	17	100	100	2	85	90.48	5e-24	+
92f	1911f	123	100	100	19	100	19	100	93.9	5e-30	-
92r	1898r	83.8	100	93	36	100	42	99	93.1	5e-18	-
92r	1911f	103	100	1	76	100	25	100	92.11	5e-24	+
360f	1898r	119	100	2	77	100	24	99	94.74	8e-29	+
360f	1911f	107	100	98	37	100	39	100	96.83	3e-25	-
360r	1898r	117	100	83	1	100	1	83	92.77	3e-28	-
360r	1911f	111	100	1	80	100	21	100	92.59	2e-26	+
387f	1898r	81.8	100	31	91	100	5	65	91.94	2e-17	+
387f	1911f	107	100	100	31	100	30	99	94.29	3e-25	-
387r	1911f	123	100	16	97	100	18	99	93.9	5e-30	+
395f	1898r	119	100	92	5	100	3	90	92.13	8e-29	-
395f	1911f	125	100	1	91	100	10	100	92.39	1e-30	+
1898r	395r	107	100	1	58	100	43	100	98.28	3e-25	+
395r	1911f	101	100	100	46	100	46	100	98.18	2e-23	-
438f	1898r	77.8	100	46	100	100	1	55	92.86	3e-16	+
438f	1911f	113	100	85	1	100	9	93	91.86	5e-27	-
482f	1911f	133	100	91	1	100	10	100	93.41	6e-33	-
482r	1898r	115	100	100	11	100	10	99	91.11	1e-27	-
482r	1911f	147	100	7	100	100	1	94	94.74	4e-37	+
498r	1911f	105	100	1	85	100	13	97	90.59	1e-24	+
525f	1898r	129	100	97	1	100	1	97	91.75	9e-32	-
525f	1911f	143	100	3	94	100	9	100	94.57	6e-36	+
600r	1898r	107	100	100	19	100	18	99	91.46	3e-25	-
600r	1911f	131	100	15	100	100	1	86	94.19	2e-32	+
600r	1963r	69.9	100	100	46	100	39	93	90.91	7e-14	-
623f	1898r	77.8	100	100	42	100	41	99	91.53	3e-16	-
623f	1911f	111	100	13	80	100	31	98	95.59	2e-26	+
623r	1898r	127	100	3	98	100	4	99	91.67	3e-31	+
623r	1911f	147	100	100	3	100	3	100	93.88	4e-37	-
654r	1898r	85.7	100	100	34	100	33	99	91.04	1e-18	-
1911f	654r	109	100	1	71	100	30	100	94.37	8e-26	+
711f	1898r	107	100	5	90	100	14	99	90.7	3e-25	+
711f	1911f	115	100	94	5	100	1	90	91.11	1e-27	-
711r	1898r	81.8	100	90	26	100	1	65	90.77	2e-17	-
711r	1911f	97.6	100	7	87	100	20	100	90.24	3e-22	+
904f	1898r	125	100	96	10	100	13	99	93.1	1e-30	-
904f	1911f	125	100	14	96	100	9	91	94.05	1e-30	+
1003r	1898f	113	100	100	16	100	16	100	91.76	5e-27	-
1003r	1898r	131	100	11	100	100	1	90	93.33	2e-32	+
1003r	1911f	141	100	100	14	100	14	100	95.4	2e-35	-
1003r	1911r	133	100	10	100	100	1	91	93.41	6e-33	+
1068r	1898f	99.6	100	74	1	100	9	82	91.89	8e-23	-
1898r	1068r	89.7	100	1	65	100	33	97	92.31	8e-20	+
1068r	1911f	89.7	100	100	36	100	36	100	92.31	8e-20	-
1068r	1911r	107	100	1	74	100	25	98	93.24	3e-25	+
1198r	1898f	137	100	96	8	100	12	100	94.38	4e-34	-
1198r	1898r	131	100	3	92	100	1	90	93.33	2e-32	+
1198r	1911f	149	100	96	6	100	10	100	95.6	9e-38	-
1198r	1911r	141	100	2	96	100	1	95	93.68	2e-35	+
1198r	1963f	85.7	100	96	26	100	30	100	90.14	1e-18	-
1526f	1911f	89.7	100	61	1	100	10	70	93.44	8e-20	-
1526f	1911r	91.7	100	1	66	100	35	100	92.54	2e-20	+
1911f	1898r	143	100	100	9	100	4	95	94.62	6e-36	-
1911r	1898r	141	100	2	100	100	1	99	92.93	2e-35	+
1911r	1911f	151	100	96	5	100	9	100	95.65	2e-38	-
1963f	1898r	81.8	100	68	4	100	1	65	90.77	2e-17	-
1963f	1911f	81.8	100	1	65	100	36	100	90.91	2e-17	+
123r	2105f	87.7	100	89	18	100	1	72	90.28	3e-19	-
1003r	2005f	105	100	100	20	100	20	100	91.36	1e-24	-
1003r	2030f	81.8	100	29	94	100	1	65	90.91	2e-17	+
1003r	2034f	103	100	1	64	100	34	97	95.31	5e-24	+
1003r	2034r	123	100	94	17	100	23	100	94.87	5e-30	-
1003r	2105r	149	100	1	99	100	2	100	93.94	9e-38	+
1068r	2005f	87.7	100	72	1	100	15	86	90.28	3e-19	-
2034f	1068r	71.9	100	1	56	100	45	100	91.23	2e-14	+
1068r	2034r	89.7	100	61	1	100	23	83	93.44	8e-20	-
1068r	2105r	87.7	100	3	66	100	37	100	92.19	3e-19	+
1198r	2005f	113	100	92	12	100	20	100	92.59	5e-27	-
1198r	2034f	87.7	100	1	56	100	42	97	94.64	3e-19	+
1198r	2034r	107	100	86	9	100	23	100	92.31	3e-25	-
1198r	2090f	101	100	72	10	100	21	83	95.24	2e-23	-
1198r	2105r	117	100	1	91	100	10	100	91.21	3e-28	+
1526f	2005f	73.8	100	62	1	100	16	76	90.32	4e-15	-
1526f	2034f	97.6	100	4	76	100	25	97	91.78	3e-22	+
1526f	2105r	79.8	100	1	56	100	45	100	92.86	7e-17	+
1898r	2005f	107	100	95	10	100	15	100	90.7	3e-25	-
1898r	2034f	117	100	13	99	100	1	87	91.95	3e-28	+
1898r	2034r	113	100	99	7	100	8	100	90.32	5e-27	-
1898r	2090f	101	100	78	8	100	13	83	92.96	2e-23	-
1898r	2105r	121	100	1	89	100	12	100	92.13	2e-29	+
1911f	2005f	123	100	9	94	100	15	100	93.02	5e-30	+
1911f	2030f	81.8	100	85	20	100	1	65	90.91	2e-17	-
1911f	2034f	133	100	91	9	100	1	83	95.18	6e-33	-
1911f	2034r	123	100	20	97	100	23	100	94.87	5e-30	+
1911f	2090f	117	100	26	96	100	13	83	95.77	3e-28	+
1911f	2105r	123	100	100	15	100	15	100	93.02	5e-30	-
360f	2131f	123	100	9	98	100	2	91	92.22	5e-30	+
395f	2131f	103	100	100	21	100	21	100	91.25	5e-24	-
395r	2131f	91.7	100	1	61	100	40	100	93.44	2e-20	+
482r	2131f	81.8	100	100	36	100	36	100	90.77	2e-17	-
525f	2131f	93.7	100	100	26	100	24	98	90.67	5e-21	-
600r	2131f	119	100	86	11	100	3	78	94.74	8e-29	-
623f	2131f	127	100	100	13	100	12	99	93.18	3e-31	-
623r	2131f	81.8	100	5	73	100	32	100	90	2e-17	+
654f	2131f	107	100	19	100	100	4	85	91.46	3e-25	+
654r	2131f	129	100	100	4	100	4	100	91.84	9e-32	-
711f	2131f	93.7	100	26	100	100	6	80	90.67	5e-21	+
904f	2131f	83.8	100	96	35	100	39	100	92.06	5e-18	-
1003r	2131f	111	100	1	84	100	17	100	91.76	2e-26	+
1003r	2131r	133	100	95	1	100	1	95	92.71	6e-33	-
1003r	2154r	91.7	100	100	35	100	35	100	92.42	2e-20	-
1003r	2157r	129	100	1	85	100	16	100	94.12	9e-32	+
1003r	2205f	123	100	15	96	100	9	90	93.9	5e-30	+
1003r	2205r	107	100	100	19	100	19	100	91.46	3e-25	-
1068r	2205f	89.7	100	1	73	100	28	100	90.41	8e-20	+
1068r	2205r	101	100	85	3	100	1	83	90.36	2e-23	-
1198r	2131f	103	100	1	72	100	25	96	93.06	5e-24	+
1198r	2131r	117	100	87	1	100	1	87	91.95	3e-28	-
1198r	2154f	91.7	100	3	68	100	32	97	92.42	2e-20	+
1198r	2154r	91.7	100	96	27	100	31	100	91.43	2e-20	-
1198r	2157f	95.6	100	96	21	100	25	100	90.79	1e-21	-
1198r	2157r	95.6	100	33	96	100	1	64	93.75	1e-21	+
1198r	2205f	131	100	7	96	100	9	98	93.33	2e-32	+
1198r	2205r	115	100	96	11	100	15	100	91.86	1e-27	-
1526f	2154f	127	100	1	88	100	10	97	93.18	3e-31	+
1526f	2154r	109	100	91	1	100	1	91	90.11	8e-26	-
1526f	2205f	81.8	100	1	61	100	38	98	91.8	2e-17	+
1898r	2131f	91.7	100	1	74	100	27	100	90.54	2e-20	+
1898r	2131r	113	100	85	1	100	1	85	91.76	5e-27	-
1898r	2154f	105	100	1	65	100	32	96	95.38	1e-24	+
1898r	2154r	81.8	100	65	5	100	5	65	91.8	2e-17	-
1898r	2157r	79.8	100	31	90	100	1	60	91.8	7e-17	+
1898r	2205f	111	100	5	96	100	9	100	90.22	2e-26	+
1898r	2205r	109	100	99	9	100	10	100	90.22	8e-26	-
1911f	2131f	105	100	98	30	100	32	100	94.2	1e-24	-
1911f	2131r	75.8	100	1	58	100	38	95	91.38	1e-15	+
1911f	2154f	85.7	100	100	38	100	35	97	92.19	1e-18	-
2154r	1911f	89.7	100	1	65	100	35	99	92.31	8e-20	+
1911f	2157r	87.7	100	100	29	100	29	100	90.41	3e-19	-
1911f	2205f	133	100	99	9	100	9	99	93.41	6e-33	-
1911f	2205r	133	100	1	95	100	6	100	92.71	6e-33	+
1963r	2205f	87.7	100	22	93	100	5	76	90.41	3e-19	+
2131r	2131f	176	100	100	12	100	12	100	100	4e-46	-
2154f	2131f	111	100	6	97	100	1	92	90.22	2e-26	+
2205f	2131f	107	100	35	100	100	2	67	95.45	3e-25	+
2205r	2131f	91.7	100	100	35	100	35	100	92.42	2e-20	-
123r	2299r	85.7	100	71	1	100	29	99	90.14	1e-18	-
1003r	2294r	131	100	100	11	100	11	100	93.33	2e-32	-
1003r	2299r	111	100	95	24	100	29	100	94.44	2e-26	-
1003r	2337f	93.7	100	100	42	100	40	98	94.92	5e-21	-
1003r	2337r	87.7	100	1	64	100	37	100	92.19	3e-19	+
1003r	2370f	103	100	1	68	100	32	99	94.12	5e-24	+
1003r	2370r	125	100	95	1	100	1	95	91.58	1e-30	-
1068r	2294r	79.8	100	88	33	100	45	100	92.86	7e-17	-
1068r	2299r	123	100	90	1	100	1	90	92.31	5e-30	-
1068r	2337f	123	100	92	7	100	15	100	93.02	5e-30	-
1068r	2337r	83.8	100	42	99	100	1	58	93.1	5e-18	+
1068r	2350r	103	100	1	72	100	21	92	93.06	5e-24	+
1068r	2370f	123	100	1	90	100	10	99	92.31	5e-30	+
1068r	2370r	109	100	100	18	100	18	100	91.57	8e-26	-
1198r	2294f	95.6	100	33	96	100	4	67	93.75	1e-21	+
1198r	2294r	139	100	96	3	100	7	100	93.62	9e-35	-
1198r	2299r	97.6	100	96	20	100	20	96	90.91	3e-22	-
1198r	2337f	105	100	96	32	100	36	100	95.38	1e-24	-
1198r	2337r	71.9	100	1	56	100	45	100	91.07	2e-14	+
1198r	2350f	89.7	100	96	24	100	28	100	90.41	8e-20	-
1198r	2370f	103	100	1	60	100	40	99	96.67	5e-24	+
1198r	2370r	117	100	87	1	100	1	87	91.95	3e-28	-
1526f	2299r	77.8	100	100	38	100	36	98	90.62	3e-16	-
1526f	2337f	117	100	91	1	100	6	96	91.21	3e-28	-
1526f	2370f	103	100	1	80	100	20	99	91.25	5e-24	+
1898r	2294r	133	100	95	1	100	6	100	92.71	6e-33	-
1898r	2299r	115	100	99	14	100	15	100	91.95	1e-27	-
1898r	2337f	99.6	100	99	30	100	31	100	92.86	8e-23	-
1898r	2337r	121	100	15	99	100	6	90	92.94	2e-29	+
1898r	2370f	99.6	100	1	58	100	42	99	96.55	8e-23	+
1898r	2370r	105	100	85	1	100	1	85	90.59	1e-24	-
1911f	2294f	83.8	100	73	4	100	4	73	90	5e-18	-
1911f	2294r	176	100	4	100	100	1	97	97.94	4e-46	+
1911f	2299r	123	100	1	90	100	11	100	92.22	5e-30	+
2337f	1911f	113	100	3	71	100	32	100	95.65	5e-27	+
1911f	2337r	129	100	89	1	100	6	94	93.26	9e-32	-
1911f	2350f	89.7	100	10	82	100	28	100	90.41	8e-20	+
1911f	2350r	119	100	100	1	100	1	100	90.1	8e-29	-
1911f	2370f	93.7	100	100	46	100	45	99	96.36	5e-21	-
1911f	2370r	91.7	100	1	62	100	38	99	93.55	2e-20	+
2131f	2294r	91.7	100	100	27	100	27	100	90.54	2e-20	-
2131f	2299r	73.8	100	100	40	100	40	100	90.16	4e-15	-
2131f	2337f	137	100	98	2	100	3	99	92.78	4e-34	-
2370f	2131f	77.8	100	6	60	100	46	100	92.73	3e-16	+
2131f	2370r	109	100	98	12	100	14	100	90.8	8e-26	-
360f	2486f	117	100	2	64	100	38	100	98.41	3e-28	+
360r	2486f	125	100	83	1	100	15	97	93.98	1e-30	-
387f	2486f	81.8	100	1	57	100	44	100	92.98	2e-17	+
387r	2486f	115	100	97	16	100	19	100	92.68	1e-27	-
395f	2486f	119	100	92	9	100	17	100	92.86	8e-29	-
2486f	395r	119	100	5	72	100	33	100	97.06	8e-29	+
2486f	438f	89.7	100	5	69	100	36	100	92.31	8e-20	+
482f	2486f	119	100	1	80	100	18	97	93.75	8e-29	+
482r	2486f	129	100	100	24	100	24	100	96.1	9e-32	-
498r	2486f	107	100	85	8	100	21	98	92.31	3e-25	-
525f	2486f	139	100	97	12	100	15	100	95.35	9e-35	-
600r	2486f	113	100	100	32	100	32	100	95.65	5e-27	-
623f	2486f	133	100	99	13	100	1	87	94.25	6e-33	-
2486f	623r	103	100	1	60	100	41	100	96.67	5e-24	+
654f	2486f	87.7	100	1	72	100	29	100	90.28	3e-19	+
654r	2486f	133	100	87	1	100	5	91	94.25	6e-33	-
711f	2486f	105	100	5	77	100	28	100	93.15	1e-24	+
904f	2486f	115	100	96	23	100	27	100	94.67	1e-27	-
1003r	2486f	151	100	1	96	100	5	100	94.79	2e-38	+
1068r	2486f	101	100	1	63	100	38	100	95.24	2e-23	+
1198r	2486f	147	100	3	88	100	15	100	96.51	4e-37	+
1898r	2486f	147	100	1	86	100	15	100	96.51	4e-37	+
1911f	2486f	157	100	100	18	100	18	100	98.8	4e-40	-
2131f	2486f	127	100	13	100	100	1	88	93.18	3e-31	+
711r	2566f	83.8	100	86	21	100	31	96	91.04	5e-18	-
1003r	2507r	117	100	100	18	100	18	100	92.77	3e-28	-
1003r	2566r	101	100	100	22	100	22	100	91.14	2e-23	-
1068r	2507r	73.8	100	100	40	100	40	100	90.16	4e-15	-
1198r	2507f	79.8	100	9	72	100	30	93	90.62	7e-17	+
1198r	2507r	117	100	92	10	100	18	100	92.77	3e-28	-
1198r	2566r	125	100	96	14	100	18	100	93.98	1e-30	-
1898r	2507r	127	100	99	8	100	9	100	92.39	3e-31	-
1898r	2566r	103	100	99	12	100	13	100	90	5e-24	-
1911f	2507r	135	100	9	96	100	13	100	94.32	1e-33	+
1911f	2566r	143	100	1	92	100	9	100	94.62	6e-36	+
1963r	2566f	137	100	1	93	100	6	98	93.62	4e-34	+
2131f	2566r	71.9	100	93	38	100	45	100	91.07	2e-14	-
2486f	2507f	93.7	100	21	91	100	30	100	91.55	5e-21	+
2486f	2507r	133	100	100	22	100	22	100	96.2	6e-33	-
2486f	2566r	117	100	100	26	100	26	100	94.67	3e-28	-
84r	2688r	113	100	8	100	100	3	95	90.32	5e-27	+
438f	2688r	91.7	100	27	100	100	5	78	90.54	2e-20	+
1003r	2712f	95.6	100	98	31	100	33	100	92.65	1e-21	-
1003r	2725f	137	100	1	97	100	4	100	92.78	4e-34	+
1003r	2725r	99.6	100	100	19	100	19	100	90.24	8e-23	-
1068r	2712f	117	100	97	3	100	1	95	90.62	3e-28	-
1068r	2712r	113	100	1	89	100	12	100	91.01	5e-27	+
2725f	1068r	109	100	1	79	100	20	98	92.41	8e-26	+
1068r	2725r	71.9	100	100	45	100	41	96	91.07	2e-14	-
1198r	2712f	103	100	90	23	100	33	100	94.12	5e-24	-
1198r	2712r	99.6	100	15	96	100	1	82	90.24	8e-23	+
1198r	2725f	121	100	1	89	100	12	100	92.13	2e-29	+
1198r	2725r	107	100	96	11	100	15	100	90.7	3e-25	-
1526f	2725f	111	100	13	88	100	4	79	93.42	2e-26	+
1898r	2712f	95.6	100	88	21	100	33	100	92.65	1e-21	-
2725f	1898r	73.8	100	1	57	100	43	99	91.23	4e-15	+
1898r	2725r	109	100	99	9	100	10	100	90.11	8e-26	-
2712f	1911f	91.7	100	1	62	100	39	100	93.65	2e-20	+
1911f	2712r	125	100	91	1	100	1	91	92.31	1e-30	-
1911f	2725f	127	100	100	17	100	17	100	94.12	3e-31	-
1911f	2725r	133	100	1	95	100	6	100	92.63	6e-33	+
2131f	2712f	115	100	91	2	100	1	90	91.21	1e-27	-
2131f	2712r	75.8	100	39	100	100	1	62	90.32	1e-15	+
2131f	2725f	109	100	17	99	100	4	86	91.57	8e-26	+
2131f	2725r	91.7	100	100	35	100	35	100	92.42	2e-20	-
2486f	2712f	115	100	100	35	100	35	100	96.97	1e-27	-
2486f	2712r	107	100	27	100	100	1	74	93.24	3e-25	+
2486f	2725f	143	100	5	100	100	4	99	93.75	6e-36	+
2486f	2725r	115	100	88	23	100	35	100	96.97	1e-27	-
2767r	1003r	85.7	100	5	63	100	42	100	93.22	1e-18	+
1003r	2774f	97.6	100	1	73	100	28	100	91.78	3e-22	+
1003r	2774r	87.7	100	96	29	100	31	98	91.3	3e-19	-
1003r	2787f	117	100	95	1	100	1	95	90.53	3e-28	-
1003r	2809f	137	100	16	100	100	1	85	95.29	4e-34	+
1003r	2809r	137	100	89	1	100	1	89	94.38	4e-34	-
1068r	2767f	95.6	100	100	25	100	18	93	90.79	1e-21	-
1068r	2767r	117	100	5	99	100	1	95	90.53	3e-28	+
1068r	2774f	107	100	3	92	100	8	97	90	3e-25	+
1068r	2774r	107	100	90	1	100	4	93	90	3e-25	-
1068r	2787f	83.8	100	62	1	100	1	62	91.94	5e-18	-
2809f	1068r	69.9	100	1	55	100	38	92	90.91	7e-14	+
1068r	2809r	99.6	100	90	13	100	22	100	91.14	8e-23	-
1198r	2767f	133	100	87	1	100	1	87	94.25	6e-33	-
2767r	1198r	101	100	1	63	100	30	92	95.24	2e-23	+
1198r	2774f	105	100	1	65	100	36	100	95.38	1e-24	+
1198r	2774r	95.6	100	88	21	100	31	98	92.75	1e-21	-
1198r	2787f	103	100	68	1	100	20	87	94.12	5e-24	-
1198r	2809f	129	100	8	96	100	1	89	93.26	9e-32	+
1198r	2809r	105	100	81	1	100	1	81	91.36	1e-24	-
1526f	2787f	97.6	100	88	8	100	20	100	90.24	3e-22	-
1526f	2809r	129	100	100	4	100	2	98	91.75	9e-32	-
1898r	2767f	113	100	85	5	100	1	81	92.59	5e-27	-
1898r	2767r	97.6	100	1	65	100	29	93	93.85	3e-22	+
1898r	2774f	101	100	1	63	100	38	100	95.24	2e-23	+
1898r	2774r	113	100	99	19	100	18	98	92.59	5e-27	-
1898r	2787f	113	100	85	5	100	1	81	92.59	5e-27	-
1898r	2809f	123	100	6	99	100	1	94	91.58	5e-30	+
1898r	2809r	85.7	100	99	37	100	36	99	92.19	1e-18	-
1911f	2767f	87.7	100	1	56	100	38	93	94.64	3e-19	+
1911f	2767r	97.6	100	100	32	100	32	100	92.75	3e-22	-
1911f	2774f	95.6	100	100	41	100	41	100	95	1e-21	-
1911f	2774r	105	100	9	85	100	22	98	92.31	1e-24	+
1911f	2787f	113	100	19	99	100	1	81	92.59	5e-27	+
1911f	2809f	147	100	98	1	100	1	98	93.94	4e-37	-
1911f	2809r	93.7	100	1	67	100	32	98	92.54	5e-21	+
1911f	2870r	77.8	100	67	5	100	8	70	90.48	3e-16	-
2131f	2767f	107	100	97	12	100	15	100	90.8	3e-25	-
2131f	2767r	121	100	2	98	100	4	100	90.82	2e-29	+
2774f	2131f	79.8	100	1	56	100	45	100	92.98	7e-17	+
2131f	2774r	69.9	100	99	45	100	44	98	91.07	7e-14	-
2131f	2787f	113	100	100	12	100	12	100	91.11	5e-27	-
2131f	2809f	89.7	100	32	100	100	1	69	91.43	8e-20	+
2131f	2809r	121	100	100	8	100	6	98	91.49	2e-29	-
2486f	2767f	141	100	99	1	100	1	99	92.93	2e-35	-
2767r	2486f	107	100	1	58	100	42	99	98.28	3e-25	+
2774f	2486f	111	100	1	68	100	33	100	95.59	2e-26	+
2486f	2774r	111	100	100	33	100	31	98	95.65	2e-26	-
2486f	2787f	133	100	99	1	100	1	99	91.92	6e-33	-
2486f	2809f	137	100	20	100	100	1	81	96.3	4e-34	+
2486f	2809r	137	100	93	1	100	1	93	93.55	4e-34	-
2688r	2870r	159	100	1	96	100	4	99	95.88	1e-40	+
92r	2931f	101	100	79	1	100	1	79	91.14	2e-23	-
