74	386	115	100	100	23	100	23	100	93.59	3e-28	-
286	385	133	100	1	91	100	10	100	93.41	1e-33	+
286	386	117	100	100	14	100	14	100	91.95	7e-29	-
341	386	85.7	100	100	30	100	30	100	90.28	2e-19	-
51	436	111	100	1	88	100	13	100	91.01	4e-27	+
52	436	103	100	100	41	100	39	98	96.67	1e-24	-
73	436	113	100	1	81	100	20	100	92.59	1e-27	+
74	436	103	100	100	37	100	37	100	95.31	1e-24	-
93	436	125	100	100	10	100	9	99	92.31	3e-31	-
176	435	97.6	100	99	18	100	20	100	90.24	6e-23	-
176	443	101	100	88	6	100	18	100	90.36	4e-24	-
196	453	113	100	100	24	100	24	100	93.59	1e-27	-
286	435	99.6	100	1	66	100	35	100	93.94	2e-23	+
286	436	119	100	99	32	100	29	96	97.06	2e-29	-
286	443	107	100	1	78	100	23	100	92.31	7e-26	+
286	444	135	100	96	1	100	3	98	92.78	3e-34	-
286	454	89.7	100	32	100	100	14	82	91.3	2e-20	+
291	435	77.8	100	95	37	100	30	88	91.53	6e-17	-
306	435	71.9	100	60	1	100	13	72	90.16	4e-15	-
306	436	71.9	100	1	60	100	35	94	90	4e-15	+
306	443	71.9	100	60	1	100	1	60	90	4e-15	-
435	341	109	100	1	63	100	38	100	96.83	2e-26	+
341	436	97.6	100	100	44	100	44	100	96.49	6e-23	-
341	443	147	100	1	94	100	7	100	94.74	8e-38	+
341	444	107	100	100	15	100	15	100	90.7	7e-26	-
341	454	81.8	100	35	95	100	1	61	91.8	4e-18	+
386	435	117	100	92	6	100	1	87	91.95	7e-29	-
386	436	97.6	100	6	86	100	20	100	90.36	6e-23	+
386	443	79.8	100	100	37	100	36	99	90.77	2e-17	-
386	444	101	100	18	100	100	3	85	90.48	4e-24	+
443	436	125	100	91	1	100	4	94	92.39	3e-31	-
436	444	87.7	100	8	71	100	34	97	92.19	6e-20	+
46	480	119	100	92	5	100	1	88	92.05	2e-29	-
51	471	101	100	96	22	100	14	88	92.11	4e-24	-
74	471	129	100	16	100	100	1	85	94.12	2e-32	+
94	471	77.8	100	63	1	100	8	71	90.62	6e-17	-
176	464	81.8	100	57	1	100	9	65	92.98	4e-18	-
176	480	131	100	11	96	100	2	87	94.19	5e-33	+
286	471	119	100	7	94	100	1	88	92.05	2e-29	+
286	480	137	100	100	32	100	30	98	100	7e-35	-
291	480	93.7	100	17	95	100	1	79	90	1e-21	+
306	463	71.9	100	1	60	100	41	100	90	4e-15	+
306	480	87.7	100	1	60	100	37	96	93.33	6e-20	+
341	471	99.6	100	23	100	100	1	78	91.14	2e-23	+
341	480	93.7	100	100	46	100	46	100	96.36	1e-21	-
386	471	97.6	100	100	20	100	8	88	90.24	6e-23	-
480	386	89.7	100	1	61	100	40	100	93.55	2e-20	+
436	471	101	100	100	34	100	22	88	94.12	4e-24	-
436	480	149	100	4	98	100	6	100	94.74	2e-38	+
480	471	109	100	100	26	100	24	98	93.33	2e-26	-
51	520	133	100	6	100	100	1	95	92.63	1e-33	+
286	519	101	100	34	100	100	1	67	94.03	4e-24	+
286	520	109	100	100	14	100	11	97	90.8	2e-26	-
341	520	99.6	100	70	1	100	2	71	92.86	2e-23	-
386	519	95.6	100	80	1	100	1	80	90	3e-22	-
386	520	125	100	6	100	100	3	97	91.58	3e-31	+
436	520	87.7	100	4	59	100	42	97	94.74	6e-20	+
46	605	83.8	100	31	100	100	8	77	90	1e-18	+
46	606	97.6	100	77	5	100	1	73	91.78	6e-23	-
51	605	125	100	100	14	100	11	97	93.1	3e-31	-
51	606	125	100	2	100	100	1	99	91.09	3e-31	+
74	606	105	100	100	24	100	24	100	92.21	3e-25	-
590	286	89.7	100	10	74	100	36	100	92.31	2e-20	+
286	605	117	100	6	100	100	1	95	90.53	7e-29	+
286	606	107	100	100	15	100	15	100	90.7	7e-26	-
341	605	83.8	100	1	66	100	35	100	90.91	1e-18	+
341	606	109	100	75	1	100	1	75	93.33	2e-26	-
436	605	87.7	100	67	8	100	1	60	93.44	6e-20	-
436	606	109	100	18	100	100	5	87	91.57	2e-26	+
471	590	87.7	100	1	64	100	36	99	92.19	6e-20	+
51	629	119	100	1	88	100	6	93	92.13	2e-29	+
51	630	119	100	100	21	100	17	96	93.83	2e-29	-
176	629	99.6	100	19	96	100	1	78	91.14	2e-23	+
286	629	121	100	100	32	100	21	89	97.1	4e-30	-
286	630	133	100	1	95	100	2	96	92.63	1e-33	+
291	629	77.8	100	37	95	100	12	70	91.53	6e-17	+
306	629	71.9	100	1	60	100	28	87	90	4e-15	+
341	629	81.8	100	100	44	100	37	93	92.98	4e-18	-
341	630	113	100	16	96	100	1	81	92.59	1e-27	+
386	629	105	100	6	86	100	13	93	91.46	3e-25	+
386	630	99.6	100	100	19	100	15	96	90.36	2e-23	-
436	629	129	100	8	100	100	1	93	92.55	2e-32	+
436	630	95.6	100	100	33	100	29	96	92.65	3e-22	-
471	629	97.6	100	98	22	100	17	93	90.91	6e-23	-
606	629	117	100	1	87	100	7	93	91.95	7e-29	+
606	630	97.6	100	100	20	100	16	96	90.24	6e-23	-
46	689	83.8	100	94	37	100	42	99	93.1	1e-18	-
46	703	81.8	100	93	37	100	43	99	93.1	4e-18	-
51	703	139	100	1	98	100	3	100	92.93	2e-35	+
51	711	131	100	3	100	100	1	98	92	5e-33	+
51	712	133	100	100	14	100	14	100	94.32	1e-33	-
74	711	107	100	100	23	100	23	100	92.31	7e-26	-
176	703	93.7	100	22	96	100	1	75	90.67	1e-21	+
176	711	85.7	100	12	70	100	42	100	93.22	2e-19	+
176	712	79.8	100	96	37	100	41	100	91.67	2e-17	-
286	703	117	100	100	18	100	18	100	92.77	7e-29	-
286	711	109	100	100	14	100	14	100	90.8	2e-26	-
286	712	147	100	3	100	100	1	98	93.94	8e-38	+
291	703	75.8	100	38	95	100	10	67	91.38	2e-16	+
291	712	89.7	100	78	6	100	11	83	90.54	2e-20	-
306	689	79.8	100	1	60	100	25	84	91.8	2e-17	+
306	703	71.9	100	1	60	100	25	84	90	4e-15	+
306	712	115	100	89	1	100	1	91	91.21	3e-28	-
341	689	75.8	100	92	35	100	42	99	91.53	2e-16	-
341	703	91.7	100	100	35	100	34	99	92.42	4e-21	-
341	704	79.8	100	37	100	100	1	64	90.77	2e-17	+
341	711	99.6	100	95	30	100	35	100	93.94	2e-23	-
341	712	95.6	100	1	60	100	38	97	95	3e-22	+
386	703	119	100	5	96	100	9	100	91.3	2e-29	+
386	712	125	100	100	14	100	12	98	93.1	3e-31	-
436	703	115	100	11	100	100	1	90	91.11	3e-28	+
436	711	79.8	100	4	59	100	45	100	92.86	2e-17	+
436	712	119	100	100	29	100	26	97	95.83	2e-29	-
471	703	105	100	98	14	100	14	98	90.59	3e-25	-
606	703	121	100	1	93	100	4	96	91.4	4e-30	+
606	711	149	100	2	100	100	1	99	93.94	2e-38	+
606	712	119	100	100	13	100	13	100	92.05	2e-29	-
712	711	121	100	100	12	100	12	100	92.13	4e-30	-
46	725	89.7	100	31	95	100	1	65	92.31	2e-20	+
46	731	97.6	100	31	95	100	12	76	93.85	6e-23	+
51	725	113	100	100	16	100	4	88	91.86	1e-27	-
51	726	91.7	100	1	66	100	32	97	92.42	4e-21	+
51	731	123	100	100	23	100	15	92	94.94	1e-30	-
51	745	99.6	100	97	24	100	27	100	92	2e-23	-
51	746	139	100	3	100	100	1	98	92.93	2e-35	+
73	726	93.7	100	22	100	100	5	83	90	1e-21	+
74	726	127	100	92	5	100	9	96	93.26	7e-32	-
74	731	139	100	11	100	100	1	90	94.44	2e-35	+
93	726	79.8	100	64	1	100	9	72	90.62	2e-17	-
93	731	83.8	100	1	62	100	19	80	91.94	1e-18	+
94	726	105	100	5	85	100	19	100	91.46	3e-25	+
731	94	77.8	100	72	13	100	5	63	91.67	6e-17	-
176	746	107	100	1	70	100	31	100	94.29	7e-26	+
196	732	103	100	93	6	100	1	88	90.11	1e-24	-
286	725	81.8	100	1	57	100	44	100	92.98	4e-18	+
286	726	133	100	83	1	100	9	91	95.18	1e-33	-
286	731	127	100	2	93	100	1	92	92.47	7e-32	+
286	745	109	100	2	92	100	10	100	90.11	2e-26	+
286	746	125	100	100	14	100	14	100	93.1	3e-31	-
291	725	81.8	100	78	10	100	1	69	90	4e-18	-
306	725	73.8	100	96	37	100	39	100	90.32	9e-16	-
306	726	117	100	11	96	100	9	96	92.05	7e-29	+
306	731	125	100	90	1	100	1	92	92.39	3e-31	-
341	725	89.7	100	29	97	100	1	69	91.3	2e-20	+
341	726	111	100	99	8	100	9	100	90.32	4e-27	-
341	731	103	100	18	97	100	1	80	91.25	1e-24	+
341	745	133	100	9	99	100	1	91	93.41	1e-33	+
341	746	109	100	100	30	100	30	100	94.37	2e-26	-
386	746	129	100	8	100	100	8	100	92.55	2e-32	+
436	725	87.7	100	96	33	100	20	83	92.19	6e-20	-
436	726	69.9	100	45	99	100	9	63	90.91	1e-14	+
436	731	99.6	100	100	35	100	27	92	93.94	2e-23	-
436	745	81.8	100	100	36	100	36	100	90.77	4e-18	-
436	746	71.9	100	4	59	100	45	100	91.07	4e-15	+
471	725	115	100	7	100	100	1	94	90.43	3e-28	+
471	731	125	100	1	87	100	6	92	93.1	3e-31	+
471	746	117	100	98	8	100	10	100	91.3	7e-29	-
606	731	93.7	100	100	22	100	14	92	90	1e-21	-
606	746	125	100	2	100	100	1	99	90.91	3e-31	+
711	731	81.8	100	57	1	100	1	57	92.98	4e-18	-
711	746	159	100	1	100	100	1	100	95	2e-41	+
731	726	111	100	80	1	100	11	90	92.59	4e-27	-
745	731	117	100	10	100	100	1	91	91.21	7e-29	+
746	726	83.8	100	31	100	100	9	78	90	1e-18	+
746	731	111	100	100	21	100	13	92	92.5	4e-27	-
46	804	93.7	100	1	71	100	30	100	91.55	1e-21	+
51	803	105	100	1	89	100	5	93	90	3e-25	+
51	804	111	100	96	8	100	14	100	91.01	4e-27	-
176	803	81.8	100	20	76	100	1	57	92.98	4e-18	+
176	804	75.8	100	88	31	100	43	100	91.38	2e-16	-
196	804	71.9	100	37	96	100	28	87	90	4e-15	+
286	803	89.7	100	100	32	100	20	88	91.43	2e-20	-
286	804	103	100	33	100	100	25	92	94.12	1e-24	+
291	804	77.8	100	100	38	100	38	100	90.48	6e-17	-
306	804	125	100	83	1	100	3	85	93.98	3e-31	-
341	804	85.7	100	3	69	100	34	100	91.04	2e-19	+
436	803	119	100	9	100	100	1	92	91.4	2e-29	+
436	804	95.6	100	95	20	100	25	100	90.79	3e-22	-
711	803	109	100	1	87	100	7	93	90.91	2e-26	+
731	803	89.7	100	92	20	100	27	99	90.54	2e-20	-
746	803	109	100	1	87	100	7	93	90.91	2e-26	+
746	804	111	100	100	8	100	8	98	90.32	4e-27	-
46	835	127	100	100	9	100	9	100	92.39	7e-32	-
46	856	79.8	100	100	37	100	36	99	90.77	2e-17	-
51	835	99.6	100	1	66	100	31	96	93.94	2e-23	+
51	836	93.7	100	61	2	100	1	59	95	1e-21	-
51	856	131	100	1	98	100	3	100	91.92	5e-33	+
176	835	113	100	1	93	100	8	100	90.32	1e-27	+
176	867	85.7	100	70	4	100	1	67	91.04	2e-19	-
286	835	93.7	100	100	46	100	46	100	96.36	1e-21	-
286	836	133	100	1	100	100	2	100	92	1e-33	+
286	856	109	100	100	18	100	18	100	91.57	2e-26	-
341	835	155	100	100	7	100	7	100	95.74	3e-40	-
341	836	87.7	100	1	60	100	40	99	93.33	6e-20	+
341	856	91.7	100	100	35	100	34	99	92.42	4e-21	-
341	867	85.7	100	30	96	100	1	67	91.04	2e-19	+
386	835	113	100	24	100	100	1	77	93.51	1e-27	+
386	856	109	100	6	96	100	10	100	90.22	2e-26	+
436	835	109	100	4	82	100	22	100	92.41	2e-26	+
436	836	87.7	100	100	29	100	28	99	90.28	6e-20	-
436	858	105	100	72	4	100	4	72	94.2	3e-25	-
471	835	69.9	100	98	40	100	42	100	90	1e-14	-
471	867	109	100	8	98	100	1	91	90.11	2e-26	+
835	606	105	100	1	69	100	25	93	94.2	3e-25	+
606	836	111	100	98	15	100	17	100	91.67	4e-27	-
606	856	137	100	1	93	100	4	96	93.55	7e-35	+
711	835	95.6	100	1	68	100	33	100	92.65	3e-22	+
711	856	135	100	1	96	100	5	100	92.71	3e-34	+
711	858	69.9	100	100	42	100	17	75	90	1e-14	-
711	867	119	100	100	1	100	1	100	90	2e-29	-
726	835	127	100	9	100	100	8	99	92.39	7e-32	+
726	836	101	100	92	9	100	1	83	90.48	4e-24	-
731	835	129	100	89	1	100	1	89	93.26	2e-32	-
731	856	95.6	100	92	17	100	25	100	90.91	3e-22	-
746	835	91.7	100	1	58	100	33	90	94.83	4e-21	+
746	856	127	100	1	96	100	5	100	91.67	7e-32	+
746	867	113	100	100	8	100	1	93	90.32	1e-27	-
856	836	117	100	100	18	100	18	100	92.77	7e-29	-
46	890	109	100	95	9	100	7	93	90.8	2e-26	-
46	910	81.8	100	100	44	100	44	100	92.98	4e-18	-
51	889	71.9	100	88	29	100	14	73	90.16	4e-15	-
51	890	89.7	100	36	100	100	4	68	92.42	2e-20	+
51	910	123	100	1	90	100	11	100	92.31	1e-30	+
176	910	73.8	100	2	58	100	44	100	91.23	9e-16	+
196	889	77.8	100	3	62	100	43	100	91.67	6e-17	+
286	868	101	100	100	18	100	18	100	90.36	4e-24	-
286	890	77.8	100	100	46	100	39	93	92.73	6e-17	-
286	910	113	100	100	32	100	26	94	95.65	1e-27	-
291	890	113	100	11	99	100	4	92	91.21	1e-27	+
341	890	107	100	96	7	100	4	93	90	7e-26	-
341	910	89.7	100	98	42	100	44	100	94.74	2e-20	-
386	890	79.8	100	37	100	100	7	70	90.77	2e-17	+
386	910	101	100	6	88	100	18	100	90.36	4e-24	+
436	890	95.6	100	4	67	100	15	78	93.75	3e-22	+
436	910	153	100	4	100	100	2	98	94.85	1e-39	+
471	890	73.8	100	100	40	100	33	93	90.16	9e-16	-
910	471	101	100	64	2	100	1	63	95.24	4e-24	-
910	606	77.8	100	2	56	100	46	100	92.73	6e-17	+
711	890	91.7	100	35	100	100	5	70	92.42	4e-21	+
711	910	111	100	1	88	100	13	100	90.91	4e-27	+
726	890	121	100	12	96	100	4	88	92.94	4e-30	+
726	910	123	100	23	100	100	2	79	94.87	1e-30	+
731	889	97.6	100	14	86	100	1	73	91.78	6e-23	+
731	890	111	100	79	12	100	4	71	95.59	4e-27	-
731	909	95.6	100	5	80	100	1	76	90.91	3e-22	+
731	910	109	100	100	26	100	25	99	93.33	2e-26	-
746	890	93.7	100	34	100	100	4	70	92.54	1e-21	+
746	910	119	100	1	88	100	13	100	92.05	2e-29	+
856	890	77.8	100	38	100	100	4	66	90.62	6e-17	+
856	910	127	100	1	92	100	9	100	92.39	7e-32	+
726	962	69.9	100	63	9	100	3	57	90.91	1e-14	-
323	1011	87.7	100	100	29	100	25	96	90.28	6e-20	-
436	1011	107	100	99	18	100	18	99	91.46	7e-26	-
731	1011	69.9	100	1	55	100	46	100	91.07	1e-14	+
910	1011	109	100	97	15	100	18	100	91.57	2e-26	-
27	1026	103	100	20	95	100	5	80	92.11	1e-24	+
28	1026	77.8	100	100	42	100	42	100	91.53	6e-17	-
45	1026	85.7	100	99	29	100	29	99	90.14	2e-19	-
46	1031	99.6	100	34	99	100	1	66	93.94	2e-23	+
51	1026	81.8	100	100	36	100	36	100	90.91	4e-18	-
51	1031	137	100	97	1	100	4	100	92.86	7e-35	-
52	1026	115	100	10	91	100	19	100	92.68	3e-28	+
1031	52	93.7	100	4	74	100	30	100	91.55	1e-21	+
73	1041	87.7	100	97	26	100	22	93	90.28	6e-20	-
74	1026	115	100	8	89	100	19	100	92.68	3e-28	+
74	1031	93.7	100	7	69	100	38	100	93.65	1e-21	+
93	1026	83.8	100	35	96	100	19	80	91.94	1e-18	+
94	1041	77.8	100	63	1	100	24	87	90.62	6e-17	-
147	1026	107	100	95	34	100	19	80	96.77	7e-26	-
147	1031	93.7	100	96	34	100	38	100	93.65	1e-21	-
1031	175	85.7	100	4	58	100	38	92	94.55	2e-19	+
176	1026	69.9	100	85	31	100	19	73	90.91	1e-14	-
213	1026	75.8	100	97	36	100	19	80	90.62	2e-16	-
214	1026	91.7	100	8	69	100	19	80	93.55	4e-21	+
243	1026	101	100	100	22	100	22	100	91.14	4e-24	-
243	1031	93.7	100	100	42	100	42	100	94.92	1e-21	-
259	1031	85.7	100	99	45	100	46	100	94.55	2e-19	-
259	1041	107	100	100	15	100	15	100	90.7	7e-26	-
260	1026	89.7	100	7	67	100	20	80	93.55	2e-20	+
260	1031	73.8	100	7	67	100	40	100	90.32	9e-16	+
267	1031	103	100	17	100	100	4	87	90.48	1e-24	+
286	1026	95.6	100	1	80	100	21	100	90	3e-22	+
286	1031	87.7	100	1	60	100	41	100	93.33	6e-20	+
287	1026	111	100	97	26	100	29	100	94.44	4e-27	-
287	1031	77.8	100	100	46	100	46	100	92.73	6e-17	-
291	1026	71.9	100	92	37	100	19	74	91.07	4e-15	-
292	1041	69.9	100	44	98	100	11	65	90.91	1e-14	+
305	1031	85.7	100	27	81	100	4	58	94.64	2e-19	+
306	1026	83.8	100	58	1	100	1	58	93.1	1e-18	-
323	1031	95.6	100	100	21	100	21	100	90	3e-22	-
323	1041	93.7	100	75	1	100	16	90	90.79	1e-21	-
324	1041	89.7	100	27	99	100	19	91	90.41	2e-20	+
337	1026	75.8	100	39	100	100	19	80	90.32	2e-16	+
338	1026	81.8	100	81	21	100	20	80	91.8	4e-18	-
341	1031	83.8	100	32	89	100	1	58	93.1	1e-18	+
342	1031	123	100	91	2	100	1	90	92.22	1e-30	-
342	1041	77.8	100	61	3	100	1	59	91.53	6e-17	-
385	1031	85.7	100	30	100	100	6	76	90.14	2e-19	+
386	1026	87.7	100	100	37	100	34	97	92.19	6e-20	-
386	1031	115	100	95	6	100	4	93	91.21	3e-28	-
435	1026	123	100	33	94	100	19	80	100	1e-30	+
435	1031	131	100	1	94	100	7	100	92.55	5e-33	+
436	1026	93.7	100	71	13	100	22	80	94.92	1e-21	-
443	1026	95.6	100	21	100	100	19	98	90	3e-22	+
444	1026	107	100	100	19	100	19	100	91.57	7e-26	-
444	1031	81.8	100	100	40	100	39	99	91.8	4e-18	-
471	1031	113	100	14	98	100	5	89	91.76	1e-27	+
471	1041	111	100	1	84	100	17	100	91.76	4e-27	+
480	1026	107	100	76	15	100	19	80	96.77	7e-26	-
480	1031	123	100	100	15	100	15	100	93.02	1e-30	-
520	1031	119	100	92	1	100	4	95	91.4	2e-29	-
590	1026	75.8	100	28	89	100	19	80	90.32	2e-16	+
605	1026	97.6	100	7	75	100	32	100	92.75	6e-23	+
605	1031	69.9	100	1	55	100	46	100	90.91	1e-14	+
606	1026	89.7	100	61	1	100	19	79	93.44	2e-20	-
606	1031	113	100	93	1	100	7	99	90.53	1e-27	-
629	1026	91.7	100	67	6	100	19	80	93.55	4e-21	-
629	1031	111	100	93	6	100	13	100	90.91	4e-27	-
630	1026	105	100	1	81	100	20	100	91.36	3e-25	+
630	1031	97.6	100	1	61	100	40	100	95.08	6e-23	+
689	1041	79.8	100	100	45	100	28	83	92.86	2e-17	-
703	1026	91.7	100	64	3	100	19	80	93.55	4e-21	-
703	1031	121	100	99	3	100	4	100	90.72	4e-30	-
711	1026	83.8	100	58	1	100	21	78	93.1	1e-18	-
712	1026	99.6	100	1	78	100	23	100	91.03	2e-23	+
712	1031	75.8	100	1	58	100	43	100	91.53	2e-16	+
712	1041	105	100	4	84	100	16	96	91.36	3e-25	+
731	1031	69.9	100	1	59	100	42	100	90	1e-14	+
731	1041	113	100	5	89	100	16	100	91.76	1e-27	+
746	1026	99.6	100	58	1	100	21	78	96.55	2e-23	-
746	1031	117	100	95	1	100	4	98	90.62	7e-29	-
803	1031	105	100	93	5	100	12	100	90	3e-25	-
804	1026	113	100	28	100	100	1	73	94.52	1e-27	+
835	1026	107	100	92	11	100	19	100	91.46	7e-26	-
835	1031	91.7	100	100	31	100	31	100	91.55	4e-21	-
836	1026	85.7	100	1	59	100	20	79	93.33	2e-19	+
836	1031	85.7	100	1	59	100	40	99	93.33	2e-19	+
856	1026	91.7	100	64	3	100	19	80	93.55	4e-21	-
856	1031	121	100	99	3	100	4	100	90.91	4e-30	-
890	1031	77.8	100	65	11	100	4	58	92.73	6e-17	-
890	1041	119	100	83	4	100	11	90	93.75	2e-29	-
910	1026	69.9	100	100	46	100	46	100	90.91	1e-14	-
910	1031	115	100	100	11	100	11	100	91.11	3e-28	-
1031	1026	91.7	100	39	100	100	19	80	93.55	4e-21	+
1032	1026	99.6	100	74	13	100	19	80	95.16	2e-23	-
1032	1031	119	100	100	13	100	13	100	92.13	2e-29	-
1039	1031	101	100	84	22	100	38	100	95.24	4e-24	-
1040	1026	95.6	100	17	96	100	21	100	90	3e-22	+
1040	1031	91.7	100	3	76	100	27	100	90.54	4e-21	+
1026	1087	97.6	100	77	1	100	1	77	90.91	6e-23	-
1026	1118	91.7	100	80	23	100	43	100	94.83	4e-21	-
1031	1087	123	100	97	4	100	1	94	91.49	1e-30	-
1031	1108	121	100	3	99	100	1	97	90.72	4e-30	+
1031	1118	111	100	87	4	100	1	84	91.67	4e-27	-
1041	1108	103	100	29	100	100	2	73	93.06	1e-24	+
1041	1118	101	100	100	22	100	13	91	91.25	4e-24	-
1031	1147	81.8	100	100	40	100	40	100	91.8	4e-18	-
1031	1148	81.8	100	21	85	100	11	75	90.77	4e-18	+
74	1221	85.7	100	67	5	100	1	63	92.06	2e-19	-
94	1221	99.6	100	19	96	100	1	78	91.03	2e-23	+
147	1221	83.8	100	36	97	100	1	62	91.94	1e-18	+
195	1221	155	100	3	100	100	1	98	94.9	3e-40	+
214	1221	77.8	100	67	5	100	1	63	90.62	6e-17	-
259	1221	109	100	1	91	100	10	100	90.11	2e-26	+
291	1221	105	100	43	99	100	11	67	98.25	3e-25	+
306	1221	83.8	100	1	58	100	21	78	93.1	1e-18	+
385	1221	79.8	100	100	45	100	23	78	92.86	2e-17	-
480	1221	103	100	21	100	100	5	84	91.25	1e-24	+
629	1221	107	100	12	93	100	5	86	91.46	7e-26	+
804	1221	97.6	100	96	28	100	10	78	92.75	6e-23	-
890	1221	85.7	100	4	70	100	34	100	91.04	2e-19	+
910	1221	107	100	13	98	100	1	86	90.7	7e-26	+
1031	1213	77.8	100	100	38	100	37	99	90.48	6e-17	-
1041	1221	85.7	100	65	11	100	4	58	94.55	2e-19	-
27	1241	71.9	100	41	100	100	1	60	90	4e-15	+
37	1241	93.7	100	58	4	100	9	63	96.36	1e-21	-
51	1241	83.8	100	100	35	100	11	76	91.04	1e-18	-
52	1241	107	100	17	98	100	1	82	91.46	7e-26	+
74	1241	107	100	15	96	100	1	82	91.46	7e-26	+
147	1241	109	100	88	6	100	1	83	91.57	2e-26	-
175	1241	103	100	25	100	100	1	76	92.11	1e-24	+
213	1241	89.7	100	80	8	100	11	83	90.54	2e-20	-
243	1241	99.6	100	96	15	100	1	82	90.36	2e-23	-
287	1241	109	100	100	26	100	1	75	93.33	2e-26	-
305	1241	87.7	100	24	95	100	11	82	90.41	6e-20	+
385	1241	77.8	100	38	96	100	24	82	91.53	6e-17	+
435	1241	91.7	100	43	100	100	4	61	94.83	4e-21	+
454	1241	75.8	100	43	100	100	1	58	91.38	2e-16	+
590	1241	85.7	100	35	97	100	1	63	92.06	2e-19	+
605	1241	117	100	9	99	100	9	99	91.3	7e-29	+
606	1241	83.8	100	100	35	100	10	75	90.91	1e-18	-
712	1241	113	100	12	80	100	9	77	95.65	1e-27	+
725	1241	119	100	2	93	100	9	100	91.4	2e-29	+
731	1241	119	100	13	80	100	9	76	97.06	2e-29	+
803	1241	81.8	100	57	1	100	3	59	92.98	4e-18	-
835	1241	99.6	100	77	4	100	9	82	91.89	2e-23	-
856	1241	89.7	100	100	36	100	13	77	92.42	2e-20	-
890	1241	93.7	100	70	4	100	9	75	92.54	1e-21	-
910	1241	101	100	65	3	100	1	63	95.24	4e-24	-
1011	1250	71.9	100	2	61	100	40	99	90.16	4e-15	+
1026	1249	107	100	100	23	100	23	100	92.31	7e-26	-
1031	1249	83.8	100	100	43	100	43	100	93.1	1e-18	-
1031	1250	69.9	100	4	58	100	46	100	90.91	1e-14	+
1041	1249	105	100	100	16	100	13	97	90.59	3e-25	-
1221	1249	99.6	100	19	100	100	8	89	90.24	2e-23	+
1242	1241	79.8	100	60	1	100	2	61	91.67	2e-17	-
1249	1241	107	100	97	16	100	1	82	91.46	7e-26	-
1241	1250	69.9	100	9	63	100	41	95	90.91	1e-14	+
52	1326	99.6	100	100	19	100	17	98	90.24	2e-23	-
175	1326	91.7	100	100	27	100	25	98	90.54	4e-21	-
590	1326	73.8	100	97	37	100	38	98	90.32	9e-16	-
731	1326	131	100	100	11	100	5	94	93.33	5e-33	-
835	1326	111	100	1	80	100	16	95	92.5	4e-27	+
910	1326	81.8	100	3	63	100	38	98	91.8	4e-18	+
1011	1325	93.7	100	28	98	100	1	71	91.55	1e-21	+
1026	1325	99.6	100	19	80	100	16	77	95.16	2e-23	+
1031	1325	99.6	100	27	100	100	4	77	91.89	2e-23	+
1221	1325	103	100	72	5	100	4	71	94.12	1e-24	-
1325	1241	77.8	100	4	66	100	37	99	90.62	6e-17	+
1241	1326	91.7	100	76	3	100	25	98	90.54	4e-21	-
1026	1373	87.7	100	80	21	100	5	64	93.33	6e-20	-
27	1396	99.6	100	1	74	100	27	100	91.89	2e-23	+
28	1396	105	100	100	40	100	28	88	96.72	3e-25	-
